Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Casa de Vila;Vila Isabel;2;0;0;120;1500.0;230.0;46.0;1776.0;12.5;14.8;Casa
Apartamento;Barra da Tijuca;4;4;2;216;9500.0;3893.0;12000.0;25393.0;43.98;117.56;Apartamento
Apartamento;Barra da Tijuca;2;1;0;85;1800.0;1152.0;235.0;3187.0;21.18;37.49;Apartamento
Quitinete;Copacabana;0;0;0;33;1200.0;390.0;0.0;1590.0;36.36;48.18;Apartamento
Apartamento;Recreio dos Bandeirantes;5;2;4;330;4200.0;1200.0;9600.0;15000.0;12.73;45.45;Apartamento
Quitinete;Centro;1;0;0;27;800.0;450.0;15.0;1265.0;29.63;46.85;Apartamento
Apartamento;Barra da Tijuca;4;2;4;340;15000.0;1600.0;0.0;16600.0;44.12;48.82;Apartamento
Apartamento;Ipanema;2;1;0;90;5500.0;1400.0;300.0;7200.0;61.11;80.0;Apartamento
Apartamento;Praça da Bandeira;1;0;0;35;1090.0;450.0;25.0;1565.0;31.14;44.71;Apartamento
Apartamento;Barra da Tijuca;3;2;3;146;6500.0;3100.0;0.0;9600.0;44.52;65.75;Apartamento
Apartamento;Ipanema;2;1;1;90;10000.0;4000.0;613.0;14613.0;111.11;162.37;Apartamento
Apartamento;Copacabana;4;3;2;430;10000.0;2835.0;1546.0;14381.0;23.26;33.44;Apartamento
Apartamento;Ipanema;2;2;2;70;10000.0;4011.0;300.0;14311.0;142.86;204.44;Apartamento
Apartamento;Ipanema;1;0;0;35;1300.0;798.0;82.0;2180.0;37.14;62.29;Apartamento
Casa;Barra da Tijuca;1;0;0;130;5000.0;0.0;0.0;5000.0;38.46;38.46;Casa
Apartamento;Centro;3;1;0;100;2400.0;650.0;66.0;3116.0;24.0;31.16;Apartamento
Apartamento;Ramos;1;0;0;45;600.0;240.0;0.0;840.0;13.33;18.67;Apartamento
Apartamento;Flamengo;3;2;1;300;6500.0;2500.0;775.0;9775.0;21.67;32.58;Apartamento
Apartamento;São Francisco Xavier;2;1;0;53;1600.0;427.0;67.0;2094.0;30.19;39.51;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;2;96;2100.0;800.0;120.0;3020.0;21.88;31.46;Apartamento
Apartamento;Lagoa;4;2;2;123;5200.0;1300.0;477.0;6977.0;42.28;56.72;Apartamento
Apartamento;Copacabana;1;0;0;35;3000.0;700.0;80.0;3780.0;85.71;108.0;Apartamento
Apartamento;Tijuca;1;0;0;33;1000.0;515.0;14.0;1529.0;30.3;46.33;Apartamento
Apartamento;Tijuca;2;0;0;90;1750.0;725.0;30.0;2505.0;19.44;27.83;Apartamento
Apartamento;Tijuca;2;0;0;80;1600.0;690.0;23.0;2313.0;20.0;28.91;Apartamento
Apartamento;Braz de Pina;4;2;1;121;2300.0;600.0;0.0;2900.0;19.01;23.97;Apartamento
Apartamento;São Conrado;4;3;2;235;7800.0;3200.0;0.0;11000.0;33.19;46.81;Apartamento
Apartamento;Leblon;4;3;4;220;11900.0;3100.0;1000.0;16000.0;54.09;72.73;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;0.0;6000.0;33.33;40.0;Apartamento
Apartamento;Copacabana;3;1;1;205;5000.0;2033.0;341.0;7374.0;24.39;35.97;Apartamento
Apartamento;Maracanã;2;0;0;70;1200.0;590.0;21.0;1811.0;17.14;25.87;Apartamento
Apartamento;Ipanema;3;1;2;170;8000.0;1900.0;0.0;9900.0;47.06;58.24;Apartamento
Apartamento;Copacabana;4;1;4;240;9000.0;2500.0;500.0;12000.0;37.5;50.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;61;1800.0;1030.0;203.0;3033.0;29.51;49.72;Apartamento
Apartamento;Tijuca;1;0;0;58;1500.0;426.0;4810.0;6736.0;25.86;116.14;Apartamento
Apartamento;Barra da Tijuca;1;1;0;36;1600.0;630.0;0.0;2230.0;44.44;61.94;Apartamento
Apartamento;Copacabana;3;1;0;78;2500.0;932.0;175.0;3607.0;32.05;46.24;Apartamento
Apartamento;Cachambi;3;0;0;65;1000.0;80.0;0.0;1080.0;15.38;16.62;Apartamento
Casa;Campo Grande;2;1;1;110;1500.0;0.0;0.0;1500.0;13.64;13.64;Casa
Apartamento;Lagoa;4;4;4;400;33000.0;4800.0;1500.0;39300.0;82.5;98.25;Apartamento
Apartamento;Andaraí;2;0;0;60;1400.0;500.0;47.0;1947.0;23.33;32.45;Apartamento
Apartamento;Copacabana;3;2;1;140;3900.0;1470.0;230.0;5600.0;27.86;40.0;Apartamento
Apartamento;Ipanema;1;0;0;70;2700.0;815.0;2315.0;5830.0;38.57;83.29;Apartamento
Apartamento;Ipanema;1;0;0;40;1800.0;700.0;100.0;2600.0;45.0;65.0;Apartamento
Apartamento;São Conrado;3;2;1;160;6400.0;1800.0;380.0;8580.0;40.0;53.62;Apartamento
Casa de Vila;Pavuna;1;0;0;30;450.0;20.0;50.0;520.0;15.0;17.33;Casa
Apartamento;Cachambi;2;2;1;80;1000.0;360.0;16.0;1376.0;12.5;17.2;Apartamento
Apartamento;Laranjeiras;3;1;0;119;3300.0;1102.0;130.0;4532.0;27.73;38.08;Apartamento
Apartamento;Barra da Tijuca;3;2;1;128;4809.0;2600.0;0.0;7409.0;37.57;57.88;Apartamento
Apartamento;Urca;3;2;1;180;5000.0;2225.0;0.0;7225.0;27.78;40.14;Apartamento
Apartamento;Ipanema;2;0;0;70;2200.0;1536.0;0.0;3736.0;31.43;53.37;Apartamento
Apartamento;Centro;1;0;0;96;2500.0;660.0;100.0;3260.0;26.04;33.96;Apartamento
Apartamento;Ipanema;2;0;0;60;3500.0;780.0;0.0;4280.0;58.33;71.33;Apartamento
Apartamento;Copacabana;2;0;0;110;2500.0;1042.0;120.0;3662.0;22.73;33.29;Apartamento
Apartamento;Barra da Tijuca;3;3;2;223;15000.0;3200.0;1019.0;19219.0;67.26;86.18;Apartamento
Apartamento;Flamengo;2;1;0;70;2500.0;837.0;27.0;3364.0;35.71;48.06;Apartamento
Apartamento;Flamengo;1;0;0;50;1700.0;480.0;250.0;2430.0;34.0;48.6;Apartamento
Apartamento;Campo Grande;1;1;0;40;500.0;182.0;0.0;682.0;12.5;17.05;Apartamento
Casa de Vila;Bento Ribeiro;1;0;0;53;700.0;40.0;0.0;740.0;13.21;13.96;Casa
Casa;Barra da Tijuca;4;3;1;111;5100.0;735.0;0.0;5835.0;45.95;52.57;Casa
Apartamento;Vila Isabel;2;1;0;75;1200.0;600.0;0.0;1800.0;16.0;24.0;Apartamento
Apartamento;Copacabana;1;0;1;45;1400.0;552.0;66.0;2018.0;31.11;44.84;Apartamento
Apartamento;Copacabana;3;1;0;90;3800.0;1064.0;230.0;5094.0;42.22;56.6;Apartamento
Apartamento;Centro;1;0;0;55;950.0;433.0;47.0;1430.0;17.27;26.0;Apartamento
Casa;Recreio dos Bandeirantes;6;0;4;600;10000.0;0.0;1080.0;11080.0;16.67;18.47;Casa
Apartamento;Barra da Tijuca;4;3;2;244;4200.0;3485.0;786.0;8471.0;17.21;34.72;Apartamento
Apartamento;Irajá;2;1;0;81;1000.0;335.0;30.0;1365.0;12.35;16.85;Apartamento
Apartamento;Copacabana;4;0;1;300;6000.0;2500.0;375.0;8875.0;20.0;29.58;Apartamento
Apartamento;Copacabana;3;1;0;180;3500.0;1048.0;388.0;4936.0;19.44;27.42;Apartamento
Apartamento;Madureira;2;1;0;60;1350.0;700.0;13.0;2063.0;22.5;34.38;Apartamento
Apartamento;Botafogo;1;0;0;29;1390.0;400.0;0.0;1790.0;47.93;61.72;Apartamento
Quitinete;Fátima;1;0;0;35;900.0;310.0;25.0;1235.0;25.71;35.29;Apartamento
Apartamento;Barra da Tijuca;2;1;1;84;2500.0;2085.0;265.0;4850.0;29.76;57.74;Apartamento
Apartamento;Jardim Guanabara;2;1;1;100;2500.0;500.0;0.0;3000.0;25.0;30.0;Apartamento
Quitinete;Tijuca;1;1;0;33;1500.0;415.0;159.0;2074.0;45.45;62.85;Apartamento
Apartamento;Vila da Penha;2;1;2;90;2500.0;710.0;0.0;3210.0;27.78;35.67;Apartamento
Apartamento;Barra da Tijuca;4;3;3;240;11000.0;3683.0;1292.0;15975.0;45.83;66.56;Apartamento
Apartamento;Humaitá;2;1;1;75;2500.0;1350.0;0.0;3850.0;33.33;51.33;Apartamento
Apartamento;Jacarepaguá;3;1;1;76;1800.0;860.0;1006.0;3666.0;23.68;48.24;Apartamento
Apartamento;Barra da Tijuca;3;1;1;85;2200.0;683.0;90.0;2973.0;25.88;34.98;Apartamento
Apartamento;Laranjeiras;3;1;0;165;4000.0;1400.0;240.0;5640.0;24.24;34.18;Apartamento
Casa de Vila;Botafogo;2;1;0;50;2000.0;0.0;0.0;2000.0;40.0;40.0;Casa
Apartamento;Ipanema;1;1;1;131;6400.0;1650.0;280.0;8330.0;48.85;63.59;Apartamento
Apartamento;Grajaú;4;0;1;100;3900.0;800.0;0.0;4700.0;39.0;47.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;342;7500.0;3970.0;0.0;11470.0;21.93;33.54;Apartamento
Apartamento;Leblon;2;0;0;65;2500.0;868.0;0.0;3368.0;38.46;51.82;Apartamento
Apartamento;Flamengo;2;0;0;72;2500.0;578.0;191.0;3269.0;34.72;45.4;Apartamento
Apartamento;Tijuca;3;1;1;85;2100.0;630.0;116.0;2846.0;24.71;33.48;Apartamento
Apartamento;Ipanema;2;1;2;130;10000.0;1871.0;0.0;11871.0;76.92;91.32;Apartamento
Apartamento;Leblon;4;2;1;220;9500.0;1800.0;0.0;11300.0;43.18;51.36;Apartamento
Apartamento;Jardim Guanabara;2;1;1;86;1800.0;405.0;93.0;2298.0;20.93;26.72;Apartamento
Apartamento;Humaitá;2;0;0;67;2200.0;567.0;83.0;2850.0;32.84;42.54;Apartamento
Apartamento;Botafogo;3;1;1;108;3800.0;887.0;195.0;4882.0;35.19;45.2;Apartamento
Apartamento;Barra da Tijuca;3;3;3;145;5100.0;1100.0;424.0;6624.0;35.17;45.68;Apartamento
Quitinete;Ipanema;1;0;0;23;1500.0;700.0;27.0;2227.0;65.22;96.83;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;2;385;7500.0;1150.0;750.0;9400.0;19.48;24.42;Apartamento
Apartamento;Ipanema;1;8;1;97;8000.0;1800.0;250.0;10050.0;82.47;103.61;Apartamento
Apartamento;Taquara;2;1;1;66;1100.0;452.0;65.0;1617.0;16.67;24.5;Apartamento
Apartamento;Centro;1;0;0;34;800.0;424.0;25.0;1249.0;23.53;36.74;Apartamento
Casa de Vila;Pechincha;4;2;4;180;3000.0;0.0;0.0;3000.0;16.67;16.67;Casa
Apartamento;Freguesia (Jacarepaguá);2;1;0;56;1100.0;350.0;385.0;1835.0;19.64;32.77;Apartamento
Apartamento;Jacarepaguá;2;1;2;70;1300.0;550.0;0.0;1850.0;18.57;26.43;Apartamento
Apartamento;Campo Grande;2;1;0;60;750.0;200.0;0.0;950.0;12.5;15.83;Apartamento
Apartamento;Campo Grande;2;1;0;50;550.0;105.0;0.0;655.0;11.0;13.1;Apartamento
Apartamento;Barra da Tijuca;4;4;3;420;8000.0;5700.0;2000.0;15700.0;19.05;37.38;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;631;18000.0;980.0;1800.0;20780.0;28.53;32.93;Apartamento
Apartamento;Barra da Tijuca;3;2;3;131;3500.0;1700.0;0.0;5200.0;26.72;39.69;Apartamento
Quitinete;Copacabana;0;0;0;30;900.0;640.0;24.0;1564.0;30.0;52.13;Apartamento
Apartamento;Campo Grande;1;1;0;50;500.0;180.0;0.0;680.0;10.0;13.6;Apartamento
Apartamento;Pechincha;2;1;0;77;1300.0;504.0;72.0;1876.0;16.88;24.36;Apartamento
Casa de Condomínio;Joá;6;35;4;1100;22000.0;0.0;0.0;22000.0;20.0;20.0;Apartamento
Apartamento;Maracanã;3;1;1;110;2000.0;715.0;0.0;2715.0;18.18;24.68;Apartamento
Apartamento;Ipanema;4;1;1;168;5500.0;2143.0;0.0;7643.0;32.74;45.49;Apartamento
Apartamento;Gávea;1;1;1;60;2700.0;929.0;214.0;3843.0;45.0;64.05;Apartamento
Apartamento;Ipanema;3;1;1;150;4300.0;1700.0;250.0;6250.0;28.67;41.67;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2200.0;520.0;216.0;2936.0;18.33;24.47;Apartamento
Apartamento;Leblon;2;1;1;90;5000.0;2000.0;500.0;7500.0;55.56;83.33;Apartamento
Apartamento;Rio Comprido;2;1;0;53;1600.0;764.0;33.0;2397.0;30.19;45.23;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;1500.0;875.0;210.0;2585.0;22.06;38.01;Apartamento
Apartamento;Gávea;1;0;0;33;1700.0;731.0;61.0;2492.0;51.52;75.52;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3300.0;1550.0;247.0;5097.0;36.67;56.63;Apartamento
Apartamento;Pechincha;2;1;0;70;1300.0;570.0;20.0;1890.0;18.57;27.0;Apartamento
Apartamento;Copacabana;5;1;5;300;25000.0;2100.0;7000.0;34100.0;83.33;113.67;Apartamento
Apartamento;Engenho de Dentro;2;1;0;55;1500.0;450.0;120.0;2070.0;27.27;37.64;Apartamento
Apartamento;Flamengo;2;0;0;93;4000.0;550.0;150.0;4700.0;43.01;50.54;Apartamento
Apartamento;Copacabana;1;0;0;35;1700.0;695.0;114.0;2509.0;48.57;71.69;Apartamento
Apartamento;Ipanema;3;0;2;180;5500.0;2235.0;448.0;8183.0;30.56;45.46;Apartamento
Apartamento;Barra da Tijuca;4;3;4;260;15000.0;3400.0;5000.0;23400.0;57.69;90.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;82;2200.0;830.0;0.0;3030.0;26.83;36.95;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;200;4000.0;1232.0;454.0;5686.0;20.0;28.43;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;5800.0;1900.0;270.0;7970.0;55.24;75.9;Apartamento
Apartamento;Jardim Oceânico;4;3;4;300;4500.0;2000.0;650.0;7150.0;15.0;23.83;Apartamento
Apartamento;Leblon;4;3;1;180;7000.0;2290.0;0.0;9290.0;38.89;51.61;Apartamento
Apartamento;Barra da Tijuca;3;2;1;203;5500.0;2800.0;696.0;8996.0;27.09;44.32;Apartamento
Apartamento;São Conrado;2;1;1;130;3500.0;1094.0;242.0;4836.0;26.92;37.2;Apartamento
Casa;Guaratiba;2;1;0;60;1000.0;0.0;0.0;1000.0;16.67;16.67;Casa
Apartamento;Copacabana;1;0;0;47;2300.0;720.0;30.0;3050.0;48.94;64.89;Apartamento
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;1379.0;28.57;39.4;Apartamento
Quitinete;Botafogo;1;0;0;25;1100.0;570.0;0.0;1670.0;44.0;66.8;Apartamento
Apartamento;Vila da Penha;3;1;1;80;1300.0;250.0;0.0;1550.0;16.25;19.38;Apartamento
Apartamento;Ipanema;2;1;0;150;5500.0;2500.0;500.0;8500.0;36.67;56.67;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1162.0;435.0;6597.0;33.33;43.98;Apartamento
Apartamento;Tijuca;2;1;0;65;1500.0;680.0;0.0;2180.0;23.08;33.54;Apartamento
Apartamento;Copacabana;3;1;0;108;3800.0;1278.0;274.0;5352.0;35.19;49.56;Apartamento
Apartamento;Leme;1;0;0;40;1500.0;650.0;68.0;2218.0;37.5;55.45;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;100;2950.0;850.0;0.0;3800.0;29.5;38.0;Apartamento
Apartamento;Barra da Tijuca;3;3;3;140;6500.0;1500.0;500.0;8500.0;46.43;60.71;Apartamento
Apartamento;Barra da Tijuca;4;3;3;352;12000.0;3000.0;1350.0;16350.0;34.09;46.45;Apartamento
Apartamento;Copacabana;3;1;1;250;9500.0;1680.0;680.0;11860.0;38.0;47.44;Apartamento
Apartamento;Rocha;2;1;0;58;800.0;600.0;0.0;1400.0;13.79;24.14;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1700.0;1241.0;204.0;3145.0;26.15;48.38;Apartamento
Apartamento;Ipanema;3;1;1;190;15000.0;1423.0;357.0;16780.0;78.95;88.32;Apartamento
Apartamento;Vila Isabel;1;0;0;65;1800.0;155.0;70.0;2025.0;27.69;31.15;Apartamento
Apartamento;Botafogo;1;0;0;52;1500.0;1000.0;27.0;2527.0;28.85;48.6;Apartamento
Apartamento;Tijuca;2;1;1;86;1200.0;534.0;96.0;1830.0;13.95;21.28;Apartamento
Apartamento;Tijuca;1;0;0;25;1450.0;485.0;25.0;1960.0;58.0;78.4;Apartamento
Apartamento;Méier;2;0;0;70;800.0;536.0;50.0;1386.0;11.43;19.8;Apartamento
Apartamento;Barra da Tijuca;2;0;1;80;3000.0;1380.0;300.0;4680.0;37.5;58.5;Apartamento
Apartamento;Barra da Tijuca;2;1;1;86;2600.0;1478.0;151.0;4229.0;30.23;49.17;Apartamento
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0;8995.0;42.0;59.97;Apartamento
Apartamento;Copacabana;3;1;1;290;6000.0;2520.0;339.0;8859.0;20.69;30.55;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;2000.0;650.0;84.0;2734.0;25.0;34.17;Apartamento
Apartamento;Copacabana;1;1;0;50;2200.0;1250.0;150.0;3600.0;44.0;72.0;Apartamento
Apartamento;Maracanã;2;1;1;90;2600.0;787.0;179.0;3566.0;28.89;39.62;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2299.0;640.0;178.0;3117.0;32.84;44.53;Apartamento
Apartamento;Barra da Tijuca;2;1;0;80;4000.0;1050.0;0.0;5050.0;50.0;63.12;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;1202.0;266.0;4268.0;31.11;47.42;Apartamento
Apartamento;São Conrado;3;2;2;385;12000.0;9650.0;2100.0;23750.0;31.17;61.69;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2800.0;700.0;1200.0;4700.0;40.0;67.14;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;513.0;25.0;1738.0;40.0;57.93;Apartamento
Apartamento;Tijuca;2;1;1;85;1700.0;780.0;100.0;2580.0;20.0;30.35;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;3000.0;1424.0;246.0;4670.0;40.0;62.27;Apartamento
Apartamento;Leme;3;1;1;95;3700.0;770.0;136.0;4606.0;38.95;48.48;Apartamento
Apartamento;Vargem Pequena;3;0;0;53;1900.0;392.0;0.0;2292.0;35.85;43.25;Apartamento
Apartamento;Barra da Tijuca;2;2;1;109;5000.0;2500.0;680.0;8180.0;45.87;75.05;Apartamento
Apartamento;Ipanema;1;1;0;35;2300.0;1200.0;0.0;3500.0;65.71;100.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;440;8500.0;6500.0;1500.0;16500.0;19.32;37.5;Apartamento
Apartamento;Jardim Oceânico;4;3;2;315;12000.0;1950.0;453.0;14403.0;38.1;45.72;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;73;1700.0;750.0;150.0;2600.0;23.29;35.62;Apartamento
Apartamento;Tijuca;2;1;0;97;2300.0;835.0;104.0;3239.0;23.71;33.39;Apartamento
Apartamento;Anil;3;1;1;78;2000.0;738.0;0.0;2738.0;25.64;35.1;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;3000.0;1000.0;136.0;4136.0;28.57;39.39;Apartamento
Apartamento;Lagoa;3;2;2;250;9000.0;2100.0;500.0;11600.0;36.0;46.4;Apartamento
Apartamento;Taquara;2;1;0;51;890.0;390.0;13.0;1293.0;17.45;25.35;Apartamento
Apartamento;Leblon;4;2;4;300;16000.0;4200.0;1764.0;21964.0;53.33;73.21;Apartamento
Apartamento;Barra da Tijuca;3;2;3;115;3200.0;1727.0;0.0;4927.0;27.83;42.84;Apartamento
Apartamento;Tijuca;2;1;0;86;1900.0;722.0;149.0;2771.0;22.09;32.22;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;440.0;60.0;1700.0;40.0;56.67;Apartamento
Apartamento;Tijuca;3;0;0;84;1700.0;790.0;1830.0;4320.0;20.24;51.43;Apartamento
Casa;Campo Grande;1;0;0;70;700.0;0.0;0.0;700.0;10.0;10.0;Casa
Apartamento;Ipanema;4;3;1;190;6500.0;1450.0;410.0;8360.0;34.21;44.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;307;20000.0;2800.0;400.0;23200.0;65.15;75.57;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1300.0;1000.0;0.0;2300.0;20.0;35.38;Apartamento
Apartamento;Ipanema;3;3;1;230;12000.0;2600.0;400.0;15000.0;52.17;65.22;Apartamento
Apartamento;Copacabana;3;1;1;103;4500.0;1299.0;153.0;5952.0;43.69;57.79;Apartamento
Apartamento;Ipanema;3;2;0;100;3000.0;1515.0;365.0;4880.0;30.0;48.8;Apartamento
Apartamento;Ipanema;2;1;0;80;5500.0;890.0;90.0;6480.0;68.75;81.0;Apartamento
Apartamento;Centro;1;1;0;45;2300.0;600.0;88.0;2988.0;51.11;66.4;Apartamento
Apartamento;Copacabana;3;1;2;344;18000.0;3100.0;0.0;21100.0;52.33;61.34;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2000.0;800.0;150.0;2950.0;24.39;35.98;Apartamento
Apartamento;Anil;2;1;1;83;1600.0;464.0;0.0;2064.0;19.28;24.87;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1600.0;787.0;89.0;2476.0;20.0;30.95;Apartamento
Apartamento;Glória;1;0;0;48;1600.0;480.0;30.0;2110.0;33.33;43.96;Apartamento
Apartamento;Flamengo;3;0;0;98;2550.0;850.0;196.0;3596.0;26.02;36.69;Apartamento
Apartamento;Centro;1;0;0;29;1300.0;336.0;20.0;1656.0;44.83;57.1;Apartamento
Apartamento;Botafogo;2;0;0;65;1900.0;451.0;0.0;2351.0;29.23;36.17;Apartamento
Apartamento;Botafogo;2;1;1;73;3000.0;749.0;161.0;3910.0;41.1;53.56;Apartamento
Apartamento;Tijuca;2;1;0;62;1990.0;556.0;50.0;2596.0;32.1;41.87;Apartamento
Apartamento;Flamengo;3;1;0;100;3600.0;800.0;115.0;4515.0;36.0;45.15;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;4;206;3000.0;17724.0;5116.0;25840.0;14.56;125.44;Apartamento
Apartamento;Catete;1;0;0;47;1600.0;650.0;53.0;2303.0;34.04;49.0;Apartamento
Apartamento;Campo Grande;3;1;0;60;1200.0;735.0;0.0;1935.0;20.0;32.25;Apartamento
Casa;Campo Grande;2;0;0;74;800.0;0.0;0.0;800.0;10.81;10.81;Casa
Apartamento;Copacabana;3;0;0;162;4500.0;845.0;0.0;5345.0;27.78;32.99;Apartamento
Apartamento;Ipanema;2;0;1;82;3800.0;720.0;140.0;4660.0;46.34;56.83;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1100.0;450.0;6550.0;33.33;43.67;Apartamento
Apartamento;Praça Seca;3;1;0;61;1000.0;450.0;17.0;1467.0;16.39;24.05;Apartamento
Apartamento;Barra da Tijuca;3;3;3;204;15600.0;2500.0;600.0;18700.0;76.47;91.67;Apartamento
Apartamento;Copacabana;2;0;0;70;3900.0;960.0;147.0;5007.0;55.71;71.53;Apartamento
Apartamento;Botafogo;3;2;1;655;15000.0;3550.0;1420.0;19970.0;22.9;30.49;Apartamento
Apartamento;Leblon;3;1;0;99;4000.0;1200.0;325.0;5525.0;40.4;55.81;Apartamento
